,loss,accuracy,val_loss,val_accuracy
0,0.5639694333076477,0.799049973487854,0.41789165139198303,0.8489000201225281
1,0.39639487862586975,0.854324996471405,0.4119926393032074,0.8482499718666077
2,0.35931408405303955,0.8670250177383423,0.3564775288105011,0.8694999814033508
3,0.3332051634788513,0.8774250149726868,0.35194894671440125,0.8723499774932861
4,0.3125581741333008,0.8855000138282776,0.35931119322776794,0.8707500100135803
5,0.29731354117393494,0.8895249962806702,0.3505052626132965,0.8745499849319458
6,0.2872176170349121,0.8930500149726868,0.3313548266887665,0.8813999891281128
7,0.2740327715873718,0.8981500267982483,0.34883350133895874,0.8792499899864197
8,0.2651991844177246,0.8997750282287598,0.33886805176734924,0.8830999732017517
9,0.2515406608581543,0.9045500159263611,0.34769219160079956,0.8809999823570251
10,0.24419152736663818,0.9095500111579895,0.32018208503723145,0.8878999948501587
11,0.23357141017913818,0.9110749959945679,0.34362468123435974,0.8825500011444092
12,0.2291431576013565,0.9141250252723694,0.3520638644695282,0.8819000124931335
13,0.2205485850572586,0.916450023651123,0.33576664328575134,0.8883500099182129
14,0.21162919700145721,0.9190999865531921,0.3310578465461731,0.8881999850273132
15,0.20631025731563568,0.9208499789237976,0.34726783633232117,0.8877500295639038
16,0.2065933644771576,0.9209499955177307,0.34629085659980774,0.8866000175476074
17,0.19352801144123077,0.9264000058174133,0.34545469284057617,0.8907999992370605
18,0.18625737726688385,0.9289249777793884,0.36654606461524963,0.8910499811172485
19,0.1841862052679062,0.9287499785423279,0.3463789224624634,0.89205002784729
20,0.17774748802185059,0.9318749904632568,0.3715357184410095,0.8938500285148621
21,0.17474214732646942,0.9334999918937683,0.3611973822116852,0.8934999704360962
22,0.16730205714702606,0.9358500242233276,0.41347432136535645,0.8842999935150146
23,0.1632627546787262,0.9371500015258789,0.37661266326904297,0.8919000029563904
24,0.15643100440502167,0.9394500255584717,0.4208550751209259,0.8867999911308289
25,0.149943009018898,0.9419000148773193,0.40427184104919434,0.8891500234603882
26,0.1527704894542694,0.9419000148773193,0.40283823013305664,0.8868499994277954
27,0.14752188324928284,0.9435750246047974,0.4003830850124359,0.8927000164985657
28,0.1413462907075882,0.9454500079154968,0.4067199230194092,0.8891000151634216
29,0.13910368084907532,0.9462000131607056,0.41314971446990967,0.8898500204086304
30,0.13599278032779694,0.9469749927520752,0.4105140268802643,0.888949990272522
31,0.13040904700756073,0.949150025844574,0.4289896488189697,0.894599974155426
32,0.1261325627565384,0.9513999819755554,0.4463869631290436,0.8852999806404114
33,0.12300639599561691,0.9524000287055969,0.47405728697776794,0.883650004863739
34,0.12067170441150665,0.9528999924659729,0.49183300137519836,0.8934500217437744
35,0.12161964178085327,0.9534249901771545,0.459256112575531,0.8853999972343445
36,0.11907299607992172,0.9542250037193298,0.45180052518844604,0.8888499736785889
37,0.1112738773226738,0.9577749967575073,0.5187855362892151,0.8909500241279602
38,0.11256661266088486,0.9571750164031982,0.4546302855014801,0.8874499797821045
39,0.10913476347923279,0.957925021648407,0.46642979979515076,0.8912500143051147
