,loss,accuracy,val_loss,val_accuracy
0,1.0297125577926636,0.646274983882904,0.6983457207679749,0.7513999938964844
1,0.6480692625045776,0.7650750279426575,0.6042903065681458,0.779449999332428
2,0.585689902305603,0.7912750244140625,0.5615002512931824,0.79830002784729
3,0.552543580532074,0.8037999868392944,0.5396497249603271,0.8097000122070312
4,0.5314121842384338,0.8126000165939331,0.5221458077430725,0.8134499788284302
5,0.5148012042045593,0.8202999830245972,0.5276144742965698,0.8144999742507935
6,0.5019246935844421,0.8240249752998352,0.5097866654396057,0.820900022983551
7,0.4911711812019348,0.8280249834060669,0.4917145073413849,0.8297500014305115
8,0.48144614696502686,0.8329499959945679,0.4871675372123718,0.8282999992370605
9,0.47209399938583374,0.8362249732017517,0.4733808636665344,0.834850013256073
