,loss,accuracy,val_loss,val_accuracy
0,0.44905608892440796,0.8402000069618225,0.3720874488353729,0.8635500073432922
1,0.30267322063446045,0.8897749781608582,0.3070965111255646,0.8888499736785889
2,0.24351926147937775,0.9111250042915344,0.2979038953781128,0.8964499831199646
3,0.19918164610862732,0.9275500178337097,0.30266430974006653,0.8950499892234802
4,0.15828195214271545,0.9426000118255615,0.30912646651268005,0.8985000252723694
5,0.12525483965873718,0.9528499841690063,0.3422943949699402,0.8952500224113464
6,0.09857358038425446,0.9639750123023987,0.3799602687358856,0.8919000029563904
7,0.08057005703449249,0.9706249833106995,0.4303801357746124,0.8917999863624573
8,0.06212957948446274,0.9776250123977661,0.47567084431648254,0.8870000243186951
9,0.054252948611974716,0.980650007724762,0.49309781193733215,0.8920999765396118
10,0.04331653192639351,0.9848250150680542,0.5075110793113708,0.8927500247955322
11,0.03459465131163597,0.9875749945640564,0.6187657713890076,0.8931499719619751
12,0.0344485305249691,0.9882000088691711,0.6169133186340332,0.885450005531311
13,0.03128787875175476,0.9887999892234802,0.6719310283660889,0.8863999843597412
14,0.026407351717352867,0.9907749891281128,0.6851451992988586,0.890250027179718
15,0.02422175370156765,0.9917250275611877,0.7017353177070618,0.8947499990463257
16,0.019674448296427727,0.9928249716758728,0.7695754170417786,0.8935499787330627
17,0.02246020920574665,0.9922999739646912,0.6756851077079773,0.8956999778747559
18,0.02181878313422203,0.9932500123977661,0.7248855233192444,0.8926500082015991
19,0.014201892539858818,0.9953749775886536,0.7447383403778076,0.8950499892234802
