,loss,accuracy,val_loss,val_accuracy
0,0.5052797794342041,0.8166249990463257,0.40246647596359253,0.8510500192642212
1,0.3763478398323059,0.8617249727249146,0.3725608289241791,0.8636999726295471
2,0.33672192692756653,0.8750500082969666,0.36515024304389954,0.8694499731063843
3,0.3098892569541931,0.8849999904632568,0.33236485719680786,0.8805999755859375
4,0.2928112745285034,0.8914250135421753,0.33258339762687683,0.8777499794960022
5,0.27707794308662415,0.8952249884605408,0.33443745970726013,0.8822000026702881
6,0.2613908350467682,0.901324987411499,0.31901803612709045,0.8874499797821045
7,0.24851912260055542,0.9067249894142151,0.3289720118045807,0.8834499716758728
8,0.23988361656665802,0.9086250066757202,0.3397688865661621,0.8829500079154968
9,0.22782297432422638,0.9131749868392944,0.3231140971183777,0.8899000287055969
