,loss,accuracy,val_loss,val_accuracy
0,1.3554608821868896,0.5145249962806702,1.7414898872375488,0.4113999903202057
1,1.317184329032898,0.5261499881744385,1.8105404376983643,0.4050000011920929
2,1.287137746810913,0.5393499732017517,1.824070692062378,0.39890000224113464
3,1.259979248046875,0.5487499833106995,1.8410212993621826,0.4050000011920929
4,1.2306780815124512,0.5585749745368958,1.844534158706665,0.3962000012397766
5,1.1959779262542725,0.5689499974250793,1.9034818410873413,0.4065999984741211
6,1.1558912992477417,0.5873500108718872,1.915635108947754,0.39730000495910645
7,1.1302099227905273,0.594124972820282,1.950561285018921,0.39959999918937683
8,1.1005176305770874,0.6037499904632568,1.994750738143921,0.39800000190734863
9,1.0633291006088257,0.6169999837875366,2.0873782634735107,0.39590001106262207
10,1.0387048721313477,0.6266999840736389,2.128509521484375,0.3887999951839447
11,1.011352777481079,0.6359000205993652,2.156022787094116,0.3930000066757202
12,0.9719458818435669,0.650825023651123,2.1972460746765137,0.392300009727478
13,0.9420459270477295,0.6625499725341797,2.2988686561584473,0.3912999927997589
14,0.9079135656356812,0.6695250272750854,2.4120283126831055,0.3880999982357025
15,0.8928520679473877,0.6774749755859375,2.4147329330444336,0.3912999927997589
16,0.861096203327179,0.6897749900817871,2.4819226264953613,0.3747999966144562
17,0.8304186463356018,0.7010999917984009,2.6137428283691406,0.37709999084472656
18,0.8061972856521606,0.7091749906539917,2.5836029052734375,0.38119998574256897
19,0.7850886583328247,0.7152500152587891,2.6546268463134766,0.38089999556541443
20,0.7678102850914001,0.7222499847412109,2.894803762435913,0.3750999867916107
21,0.7508777976036072,0.7271749973297119,2.8339741230010986,0.38190001249313354
22,0.7150552868843079,0.7409999966621399,3.0523838996887207,0.3707999885082245
23,0.6958089470863342,0.7483000159263611,2.974436044692993,0.3727000057697296
24,0.6843443512916565,0.7533749938011169,3.130927801132202,0.375
25,0.6774834394454956,0.7563499808311462,3.272840738296509,0.36160001158714294
26,0.6594541072845459,0.763949990272522,3.1839139461517334,0.36820000410079956
27,0.6207784414291382,0.779075026512146,3.415093421936035,0.36959999799728394
28,0.613386869430542,0.7784000039100647,3.389097213745117,0.37299999594688416
29,0.6016004681587219,0.7819749712944031,3.520798921585083,0.36629998683929443
30,0.5834954977035522,0.790149986743927,3.590510129928589,0.36899998784065247
31,0.5816025137901306,0.7917249798774719,3.532681941986084,0.36419999599456787
32,0.5680103898048401,0.7975749969482422,3.649787425994873,0.3666999936103821
33,0.5447231531143188,0.8031250238418579,3.873918056488037,0.3749000132083893
34,0.5494937300682068,0.805774986743927,3.825268268585205,0.3652999997138977
35,0.5339261293411255,0.8081750273704529,3.9192936420440674,0.36629998683929443
36,0.5163343548774719,0.8156999945640564,4.012746334075928,0.36660000681877136
37,0.5072159767150879,0.8178499937057495,4.128561973571777,0.3612000048160553
38,0.5144534707069397,0.816474974155426,4.017934799194336,0.36649999022483826
39,0.5135534405708313,0.816224992275238,3.986978054046631,0.3666999936103821
